Date,Visitor_ID,Loyalty_Member,Age,Gender,Theme_Zone_Visited,Attraction_Times,Average_Queue_Time,Restaurant_Spending,Merchandise_Spending,Total_Spending
2024-01-23,5021445d-1775-4d48-b324-9e2daf021482,No,44,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.0, 'Queue_Time': 18.37, 'Check_Out': 14.39}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.39, 'Queue_Time': 21.53, 'Check_Out': 14.98}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.98, 'Queue_Time': 22.69, 'Check_Out': 15.46}]",20.86,0.00,0.00,0.00
2024-06-01,c83e215e-bc94-453b-82f0-4266729b0b02,No,29,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 40.26, 'Check_Out': 13.8}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.8, 'Queue_Time': 63.22, 'Check_Out': 15.02}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.02, 'Queue_Time': 24.65, 'Check_Out': 15.54}]",42.71,0.00,0.00,0.00
2024-03-22,fa649936-2c78-4beb-b7cf-487453666303,No,19,Female,"['Hollywood', 'New York', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 23.24, 'Check_Out': 10.59}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.59, 'Queue_Time': 23.21, 'Check_Out': 11.2}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.2, 'Queue_Time': 22.95, 'Check_Out': 11.69}]",23.13,12.83,43.09,55.92
2024-02-11,46c686ca-5fc3-43d0-8195-5e6e1f7eccb6,No,67,Female,"['Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 11.0, 'Queue_Time': 22.61, 'Check_Out': 11.5}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.5, 'Queue_Time': 13.77, 'Check_Out': 11.94}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.94, 'Queue_Time': 23.38, 'Check_Out': 12.53}]",19.92,11.91,44.31,56.22
2024-09-06,ec44c44e-dc89-4eb7-9c16-5224d28c4b5e,Yes,13,Male,"['Hollywood', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 10.0, 'Queue_Time': 20.42, 'Check_Out': 10.43}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.43, 'Queue_Time': 20.57, 'Check_Out': 10.93}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.93, 'Queue_Time': 21.77, 'Check_Out': 11.53}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.53, 'Queue_Time': 18.7, 'Check_Out': 12.03}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.03, 'Queue_Time': 71.98, 'Check_Out': 13.39}]",30.69,14.72,42.34,57.06
2024-04-30,37ad5911-952d-4e78-9a44-ee80d4edcd74,Yes,28,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 13.3, 'Check_Out': 10.47}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.47, 'Queue_Time': 22.63, 'Check_Out': 11.07}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.07, 'Queue_Time': 25.63, 'Check_Out': 11.62}]",20.52,12.95,0.00,12.95
2024-04-10,d5d0b29f-5e44-414b-b3de-50b724f909ec,No,24,Male,"['Hollywood', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 14.0, 'Queue_Time': 29.45, 'Check_Out': 14.68}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.68, 'Queue_Time': 21.1, 'Check_Out': 15.23}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.23, 'Queue_Time': 17.13, 'Check_Out': 15.64}]",22.56,11.27,0.00,11.27
2024-08-24,aea2ed40-d213-4324-8d3f-68dedbd8c844,No,14,Male,"['Hollywood', 'Sci-Fi City', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.0, 'Queue_Time': 25.58, 'Check_Out': 10.52}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.52, 'Queue_Time': 11.21, 'Check_Out': 10.9}]",18.40,12.38,37.01,49.39
2024-04-22,2f1ad3d1-d60f-4b4b-ad2a-923ffbff8632,No,45,Male,"['Hollywood', 'New York', 'Sci-Fi City']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 17.18, 'Check_Out': 10.52}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.52, 'Queue_Time': 13.12, 'Check_Out': 10.85}]",15.15,12.88,0.00,12.88
2024-11-10,a46ea6dc-0883-4587-8c73-246660dc3ce6,Yes,68,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 29.0, 'Check_Out': 11.65}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.65, 'Queue_Time': 29.4, 'Check_Out': 12.23}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.23, 'Queue_Time': 42.41, 'Check_Out': 13.08}]",33.60,0.00,0.00,0.00
2024-06-15,e2725fc0-4440-435d-b1f7-17c497f6cb44,No,63,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 17.88, 'Check_Out': 11.53}, {'Attraction': 'Transformers: The Ride', 'Check_In': 11.53, 'Queue_Time': 20.84, 'Check_Out': 12.07}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.07, 'Queue_Time': 55.02, 'Check_Out': 13.23}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 13.23, 'Queue_Time': 78.76, 'Check_Out': 14.76}]",43.12,13.95,36.12,50.07
2024-07-17,fc10aec1-4707-41d2-84f3-1ab4476178f8,No,11,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 42.29, 'Check_Out': 12.87}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 12.87, 'Queue_Time': 60.16, 'Check_Out': 13.98}, {'Attraction': 'Transformers: The Ride', 'Check_In': 13.98, 'Queue_Time': 43.61, 'Check_Out': 14.84}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.84, 'Queue_Time': 26.52, 'Check_Out': 15.45}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.45, 'Queue_Time': 28.46, 'Check_Out': 16.01}]",40.21,0.00,0.00,0.00
2024-04-05,37a578b9-e595-498c-a74f-69317d354a50,No,10,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 25.55, 'Check_Out': 11.67}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.67, 'Queue_Time': 22.22, 'Check_Out': 12.22}, {'Attraction': 'Canopy Flyer', 'Check_In': 12.22, 'Queue_Time': 81.61, 'Check_Out': 13.82}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 13.82, 'Queue_Time': 78.11, 'Check_Out': 15.27}]",51.87,0.00,33.91,33.91
2024-02-25,e4e0ac42-1c71-4407-9f0e-ac6cea087026,No,39,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 13.69, 'Check_Out': 10.36}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.36, 'Queue_Time': 12.62, 'Check_Out': 10.8}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.8, 'Queue_Time': 12.2, 'Check_Out': 11.2}]",12.84,0.00,0.00,0.00
2024-03-16,76631b30-677c-4625-bb8f-a51fad809a01,No,19,Female,"['Hollywood', 'New York', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 67.95, 'Check_Out': 14.25}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.25, 'Queue_Time': 24.6, 'Check_Out': 14.84}]",46.28,13.21,0.00,13.21
2024-04-14,2ce269ae-aefa-490b-b14f-7add8f6a4422,No,66,Female,"['Hollywood', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 10.0, 'Queue_Time': 27.51, 'Check_Out': 10.64}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.64, 'Queue_Time': 11.35, 'Check_Out': 10.95}]",19.43,13.71,37.97,51.68
2024-12-15,cdceee6b-9020-403f-a327-5a78accc01d8,Yes,36,Female,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 11.14, 'Check_Out': 10.33}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.33, 'Queue_Time': 23.35, 'Check_Out': 10.9}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.9, 'Queue_Time': 20.97, 'Check_Out': 11.49}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.49, 'Queue_Time': 27.99, 'Check_Out': 12.13}]",20.86,10.45,0.00,10.45
2024-02-23,811bc42a-72de-4fe8-87a8-7984785d9472,Yes,42,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.0, 'Queue_Time': 18.68, 'Check_Out': 14.4}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.4, 'Queue_Time': 29.97, 'Check_Out': 15.14}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.14, 'Queue_Time': 25.52, 'Check_Out': 15.71}]",24.72,0.00,0.00,0.00
2024-10-20,b6a005bf-e631-499c-88f9-e2a975b92f44,No,41,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 40.65, 'Check_Out': 13.82}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.82, 'Queue_Time': 87.58, 'Check_Out': 15.45}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.45, 'Queue_Time': 20.37, 'Check_Out': 16.04}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 16.04, 'Queue_Time': 18.64, 'Check_Out': 16.59}]",41.81,0.00,39.76,39.76
2024-06-18,18f76071-a696-40be-840a-b12640e8bd5b,Yes,57,Male,"['Hollywood', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.0, 'Queue_Time': 45.91, 'Check_Out': 14.01}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.01, 'Queue_Time': 14.31, 'Check_Out': 14.45}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.45, 'Queue_Time': 18.55, 'Check_Out': 14.95}]",26.26,15.90,42.57,58.47
2024-05-18,f5e400c8-dc96-4939-951c-6b52ff0e8b3b,Yes,31,Female,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.0, 'Queue_Time': 23.15, 'Check_Out': 11.62}, {'Attraction': 'Transformers: The Ride', 'Check_In': 11.62, 'Queue_Time': 20.08, 'Check_Out': 12.08}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.08, 'Queue_Time': 47.45, 'Check_Out': 13.02}]",30.23,12.46,42.80,55.26
2024-03-09,ecb90d9d-351b-4f6a-a06e-1c910076a6f1,No,70,Female,"['Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 9.0, 'Queue_Time': 13.18, 'Check_Out': 9.33}, {'Attraction': 'Canopy Flyer', 'Check_In': 9.33, 'Queue_Time': 19.52, 'Check_Out': 9.88}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 9.88, 'Queue_Time': 15.0, 'Check_Out': 10.25}]",15.90,15.11,0.00,15.11
2024-10-01,c7a68838-0022-4720-80ee-ed02ebbc076c,No,19,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 18.12, 'Check_Out': 9.53}, {'Attraction': 'Transformers: The Ride', 'Check_In': 9.53, 'Queue_Time': 26.65, 'Check_Out': 10.2}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.2, 'Queue_Time': 19.09, 'Check_Out': 10.63}]",21.29,10.86,39.48,50.34
2024-05-27,623cced2-52c6-47e8-b97c-bb61ee4ce26e,No,44,Male,"['Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.0, 'Queue_Time': 77.97, 'Check_Out': 14.43}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.43, 'Queue_Time': 15.61, 'Check_Out': 14.84}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.84, 'Queue_Time': 25.0, 'Check_Out': 15.5}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.5, 'Queue_Time': 11.55, 'Check_Out': 15.78}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.78, 'Queue_Time': 23.91, 'Check_Out': 16.31}]",30.81,13.39,37.96,51.35
2024-05-17,8c80ec11-67f1-4d40-979b-4283c6a779c5,No,39,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 10.0, 'Queue_Time': 22.11, 'Check_Out': 10.46}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.46, 'Queue_Time': 28.15, 'Check_Out': 11.01}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.01, 'Queue_Time': 13.97, 'Check_Out': 11.46}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.46, 'Queue_Time': 16.59, 'Check_Out': 11.91}]",20.21,12.42,38.70,51.12
2024-10-15,c48d849c-458b-422d-83ca-951d78042f08,No,54,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 19.22, 'Check_Out': 9.55}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 9.55, 'Queue_Time': 15.16, 'Check_Out': 9.94}, {'Attraction': 'Transformers: The Ride', 'Check_In': 9.94, 'Queue_Time': 10.05, 'Check_Out': 10.2}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.2, 'Queue_Time': 26.85, 'Check_Out': 10.75}]",17.82,0.00,44.55,44.55
2024-06-21,31f693ad-d3f1-4d75-b8e6-046392290fa6,Yes,23,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 27.92, 'Check_Out': 10.57}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.57, 'Queue_Time': 16.38, 'Check_Out': 10.98}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.98, 'Queue_Time': 28.93, 'Check_Out': 11.56}]",24.41,0.00,0.00,0.00
2024-09-01,168dcb16-64ed-46c9-9fb3-b9381e4a4826,No,57,Male,"['New York', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 25.57, 'Check_Out': 9.53}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 9.53, 'Queue_Time': 10.83, 'Check_Out': 9.88}, {'Attraction': 'Canopy Flyer', 'Check_In': 9.88, 'Queue_Time': 20.54, 'Check_Out': 10.39}]",18.98,11.03,0.00,11.03
2024-12-04,e83121bc-18ef-40fe-bd2d-f32a53335932,No,53,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 89.0, 'Check_Out': 13.64}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.64, 'Queue_Time': 63.39, 'Check_Out': 14.8}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.8, 'Queue_Time': 26.07, 'Check_Out': 15.34}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.34, 'Queue_Time': 24.55, 'Check_Out': 15.98}]",50.75,0.00,50.90,50.90
2024-10-20,fb124f5d-7dd2-4bf4-82f4-548ea7fc0d12,No,18,Female,"['Hollywood', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 10.0, 'Queue_Time': 15.63, 'Check_Out': 10.35}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.35, 'Queue_Time': 19.49, 'Check_Out': 10.9}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.9, 'Queue_Time': 16.67, 'Check_Out': 11.33}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.33, 'Queue_Time': 27.54, 'Check_Out': 12.0}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.0, 'Queue_Time': 12.35, 'Check_Out': 12.38}]",18.34,15.83,0.00,15.83
2024-06-29,2b511c56-bd27-4e1e-88ed-74b2770fedf5,No,38,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 23.78, 'Check_Out': 10.63}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.63, 'Queue_Time': 25.21, 'Check_Out': 11.22}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.22, 'Queue_Time': 16.25, 'Check_Out': 11.67}]",21.75,11.51,0.00,11.51
2024-04-30,b04414c3-4d77-4dc7-a91d-6ae77a6636b8,No,8,Male,"['Hollywood', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.0, 'Queue_Time': 29.42, 'Check_Out': 10.73}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.73, 'Queue_Time': 29.43, 'Check_Out': 11.45}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.45, 'Queue_Time': 20.91, 'Check_Out': 11.97}]",26.59,0.00,0.00,0.00
2024-04-04,5191a9f5-42b6-434b-b53b-cedb59d229a8,No,47,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 15.71, 'Check_Out': 11.49}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.49, 'Queue_Time': 13.52, 'Check_Out': 11.94}, {'Attraction': 'Transformers: The Ride', 'Check_In': 11.94, 'Queue_Time': 23.56, 'Check_Out': 12.54}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 12.54, 'Queue_Time': 81.79, 'Check_Out': 14.01}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.01, 'Queue_Time': 29.69, 'Check_Out': 14.71}]",32.85,0.00,0.00,0.00
2024-05-20,145a3a99-2142-466a-b017-ac67bd18e2b0,No,64,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 24.69, 'Check_Out': 11.58}, {'Attraction': 'Transformers: The Ride', 'Check_In': 11.58, 'Queue_Time': 22.86, 'Check_Out': 12.12}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 12.12, 'Queue_Time': 61.17, 'Check_Out': 13.23}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.23, 'Queue_Time': 89.59, 'Check_Out': 14.86}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.86, 'Queue_Time': 10.51, 'Check_Out': 15.16}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.16, 'Queue_Time': 13.68, 'Check_Out': 15.51}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.51, 'Queue_Time': 17.75, 'Check_Out': 16.02}]",34.32,11.28,0.00,11.28
2024-12-31,3f1ecda1-2781-4e98-a9d4-55b4091dc086,No,50,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 19.45, 'Check_Out': 9.53}, {'Attraction': 'Transformers: The Ride', 'Check_In': 9.53, 'Queue_Time': 15.63, 'Check_Out': 9.9}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 9.9, 'Queue_Time': 21.45, 'Check_Out': 10.4}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.4, 'Queue_Time': 12.48, 'Check_Out': 10.74}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.74, 'Queue_Time': 23.64, 'Check_Out': 11.23}]",18.53,11.58,0.00,11.58
2024-05-12,185c1f6f-3b0e-431b-8f1f-7a9fc4f49de4,No,54,Male,"['New York', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 11.43, 'Check_Out': 9.38}, {'Attraction': 'Canopy Flyer', 'Check_In': 9.38, 'Queue_Time': 15.64, 'Check_Out': 9.81}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 9.81, 'Queue_Time': 15.63, 'Check_Out': 10.18}]",14.23,11.09,48.00,59.09
2024-03-18,e31ef33c-de5d-48e2-842c-3c3e7ea7ebe2,No,61,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 15.71, 'Check_Out': 9.43}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 9.43, 'Queue_Time': 20.93, 'Check_Out': 9.96}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 9.96, 'Queue_Time': 24.89, 'Check_Out': 10.47}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.47, 'Queue_Time': 20.63, 'Check_Out': 10.96}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.96, 'Queue_Time': 29.04, 'Check_Out': 11.69}]",22.24,15.31,0.00,15.31
2024-06-26,50ef6e63-a021-438e-8725-a9447de91c9a,No,19,Male,"['Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.0, 'Queue_Time': 15.81, 'Check_Out': 11.43}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.43, 'Queue_Time': 21.45, 'Check_Out': 11.93}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.93, 'Queue_Time': 17.32, 'Check_Out': 12.35}]",18.19,10.30,0.00,10.30
2024-04-16,7677bbd7-94ee-4d0c-9ec9-f6b08721e1b3,No,34,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.0, 'Queue_Time': 18.82, 'Check_Out': 14.47}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.47, 'Queue_Time': 12.97, 'Check_Out': 14.8}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.8, 'Queue_Time': 26.39, 'Check_Out': 15.49}]",19.39,14.58,0.00,14.58
2024-01-11,1ad0694f-a0fa-4a98-92b6-90e9d1c914fe,No,49,Male,"['New York', 'Sci-Fi City', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 17.46, 'Check_Out': 14.4}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.4, 'Queue_Time': 12.99, 'Check_Out': 14.72}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.72, 'Queue_Time': 17.27, 'Check_Out': 15.2}]",15.91,10.87,0.00,10.87
2024-09-12,d8626edb-22d3-4eb2-ac2a-32e967e62ace,No,37,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 76.54, 'Check_Out': 14.4}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.4, 'Queue_Time': 17.88, 'Check_Out': 14.85}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.85, 'Queue_Time': 17.72, 'Check_Out': 15.39}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.39, 'Queue_Time': 11.84, 'Check_Out': 15.81}]",31.00,0.00,37.98,37.98
2024-12-23,fa944b1c-8ad6-447a-aa55-b222f2baaea8,No,58,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 15.56, 'Check_Out': 11.42}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.42, 'Queue_Time': 20.12, 'Check_Out': 11.9}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.9, 'Queue_Time': 12.32, 'Check_Out': 12.2}]",16.00,14.12,0.00,14.12
2024-06-11,d41b28e2-3f9a-47fa-b014-f1a384014cd3,Yes,14,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 19.67, 'Check_Out': 11.44}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.44, 'Queue_Time': 11.39, 'Check_Out': 11.74}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.74, 'Queue_Time': 25.35, 'Check_Out': 12.28}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.28, 'Queue_Time': 74.2, 'Check_Out': 13.72}]",32.65,14.11,0.00,14.11
2024-09-10,e7cde495-54bb-4ce4-91f2-5f682f356465,Yes,60,Female,"['New York', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 43.56, 'Check_Out': 13.85}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.85, 'Queue_Time': 42.74, 'Check_Out': 14.76}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.76, 'Queue_Time': 14.52, 'Check_Out': 15.11}]",33.61,13.57,0.00,13.57
